"Date","Price","Address","FullMarketPrice","County","RoutingKey","NewDwelling"
"18/06/2012","50000.00","LEGARD SOUTH, MILLTOWN, CLARE","TRUE","Clare","NA","FALSE"
"17/06/2012","90000.00","DONOUGHBOY, KILKEE, CLARE","TRUE","Clare","V15","FALSE"
"15/06/2012","140000.00","70 COLLEGE GROVE, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"15/06/2012","96000.00","8 LOWER QUAY, HOLLAND PARK, LISCANNOR, CLARE","TRUE","Clare","NA","FALSE"
"15/06/2012","175000.00","APARTMENT 15, BLOCK E, HARBOUR VILLAGE  KILLALOE, CLARE","TRUE","Clare","NA","FALSE"
"15/06/2012","28000.00","FINNOR MORE, MULLAGH, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"15/06/2012","51000.00","KNOCKAUNVICTEERA, BOG ROAD, LISDOONVARNA, CLARE","TRUE","Clare","NA","FALSE"
"15/06/2012","165000.00","WOODMOUNT, ENNISTYMON, CLARE","TRUE","Clare","V95","FALSE"
"12/06/2012","80000.00","22 FERGUS LAWN, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"12/06/2012","42500.00","APT 8 MILLSTREAM COURT, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"12/06/2012","172500.00","BEALCRAGGA, CONNOLLY, CLARE","TRUE","Clare","V95","FALSE"
"12/06/2012","95000.00","FOSSABEG, SCARRIF, CLARE","TRUE","Clare","V94","FALSE"
"08/06/2012","80000.00","23 GORT AN CLOCHAIR, KILKEE, CLARE","TRUE","Clare","V15","TRUE"
"08/06/2012","130000.00","25 THE LINKS, LAHINCH, CLARE","TRUE","Clare","V95","FALSE"
"08/06/2012","125000.00","4 ATLANTEAN COTTAGES, KILKEE, CLARE","TRUE","Clare","V15","FALSE"
"07/06/2012","100000.00","1 COIS CLOICHE, LISDOONVARNA, CLARE","TRUE","Clare","NA","TRUE"
"07/06/2012","105000.00","20 CLUAIN DROICHEAD, SIXMILEBRIDGE, CLARE","TRUE","Clare","V95","FALSE"
"05/06/2012","131000.00","OLD GORT ROAD, ENNIS, CO CLARE, CLARE","TRUE","Clare","V95","FALSE"
"01/06/2012","230000.00","11 ARD AOIBHINN, LIMERICK ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"01/06/2012","140000.00","24 THE WOODS, CAPPAHARD ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"01/06/2012","252500.00","BALLYSHEEN, SIXMILEBRIDGE, CLARE","TRUE","Clare","V95","FALSE"
"01/06/2012","85000.00","PULLAGH, CARRON, CLARE","TRUE","Clare","NA","FALSE"
"01/06/2012","299000.00","TAOBH COILLE, THE LANE  NEWPARK, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"31/05/2012","42500.00","CREE, KILRUSH, CLARE","TRUE","Clare","V15","FALSE"
"31/05/2012","117000.00","CRUGHWILL, CARRON, COUNTY CLARE, CLARE","TRUE","Clare","V95","FALSE"
"30/05/2012","129000.00","9 ATLANTEAN SEASIDE COTTAGES, KILKEE, CLARE","TRUE","Clare","NA","FALSE"
"29/05/2012","35000.00","6 SANDFIELD GARDENS, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"28/05/2012","70000.00","36 BRUACHLAN, WESTBURY, CLARE","TRUE","Clare","V94","FALSE"
"28/05/2012","120000.00","4 RATHBAN, TULLA ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"28/05/2012","5987.00","CARROWDUFF, MILTOWN MALBAY, CLARE","TRUE","Clare","V95","FALSE"
"25/05/2012","60000.00","16 BALLYCASEY PARK, SHANNON, CLARE","TRUE","Clare","V14","FALSE"
"25/05/2012","150000.00","NA BOITHRE, STATION ROAD, LAHINCH, CLARE","TRUE","Clare","NA","FALSE"
"25/05/2012","140000.00","SITE 9, GORT AN CLOCHAIR, KILKEE, CLARE","TRUE","Clare","NA","TRUE"
"25/05/2012","36500.00","VANDELEUR STREET, KILRUSH, CLARE","TRUE","Clare","V15","FALSE"
"24/05/2012","195000.00","DRIMEEN EAST, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"23/05/2012","100000.00","27 CORRIB DRIVE, SHANNON, CLARE","TRUE","Clare","V14","FALSE"
"23/05/2012","175000.00","DUNNAGAROGUE, KILLIMER, CLARE","TRUE","Clare","V15","FALSE"
"23/05/2012","45000.00","LANNA, LISSYCASEY, CLARE","TRUE","Clare","V95","FALSE"
"22/05/2012","75000.00","11 LAGHTAGOONA, COROFIN, CLARE","FALSE","Clare","V95","FALSE"
"22/05/2012","55000.00","BUNAVORY, TULLA, CLARE, CLARE","TRUE","Clare","V95","FALSE"
"21/05/2012","325000.00","5 GEORGES HEAD, KILKEE, CLARE","TRUE","Clare","V15","FALSE"
"21/05/2012","40000.00","CREE, KILRUSH, CLARE","TRUE","Clare","V15","FALSE"
"21/05/2012","65000.00","SUMMERHILL, CLONLARA, CLARE","TRUE","Clare","V94","FALSE"
"20/05/2012","157599.11","51 MOININ, KILKEE, CLARE","TRUE","Clare","NA","TRUE"
"18/05/2012","55000.00","29 JOHN PAUL AVENUE, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"17/05/2012","118500.00","10 ATLANTEAN COTTAGES, KILKEE, CLARE","TRUE","Clare","V15","FALSE"
"17/05/2012","81000.00","8 ANNAGH DUN, INAGH, CLARE","TRUE","Clare","NA","FALSE"
"16/05/2012","108000.00","10 GARDEN VIEW, GREGGAUN NA  HILLA, CLARECASTLE, CLARE","TRUE","Clare","NA","FALSE"
"16/05/2012","475000.00","LISCRONA HOUSE, DOONAHA, KILKEE, CLARE","TRUE","Clare","NA","FALSE"
"15/05/2012","125000.00","19 DUN NA RI, LIMERICK ROAD, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"15/05/2012","260000.00","CAPPA SOUTH, SIXMILEBRIDGE, CLARE","TRUE","Clare","NA","FALSE"
"14/05/2012","190000.00","ROSSMANAGHER ROAD, SIXMILEBRIDGE, CLARE","TRUE","Clare","V95","FALSE"
"11/05/2012","620000.00","1 CRATLOE WOODS, CRATLOE, COUNTY CLARE, CLARE","TRUE","Clare","V95","FALSE"
"11/05/2012","65000.00","64 MOORE BAY, KILKEE, CLARE","TRUE","Clare","V15","FALSE"
"11/05/2012","57500.00","APARTMENT 1 GROUND FLOOR, BLOCK A MILLSTREAM COURT, CLARE","TRUE","Clare","NA","FALSE"
"11/05/2012","57500.00","APARTMENT 2 GROUND FLOOR, BLOCK A MILLSTREAM COURT, CLARE","TRUE","Clare","NA","FALSE"
"10/05/2012","65000.00","14C MOORE BAY, CARRIGAHOLT ROAD, KILKEE, CLARE","TRUE","Clare","NA","FALSE"
"10/05/2012","32350.00","BALLYCROUM, CAHER, FEAKLE, CLARE","FALSE","Clare","NA","FALSE"
"09/05/2012","130000.00","42 KNOCKRADERRY, LISCANNOR, CLARE","TRUE","Clare","NA","FALSE"
"04/05/2012","217500.00","12 THORNBROOK, ATHLUNKARD, CLARE","TRUE","Clare","NA","FALSE"
"04/05/2012","152000.00","41 DROMARD, LAHINCH ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"04/05/2012","63000.00","4B(14) MOORE BAY HOLIDAY VILLAGE, KILKEE, CLARE","TRUE","Clare","NA","FALSE"
"04/05/2012","96000.00","DEREEN, LISCANNOR, CLARE","TRUE","Clare","V95","FALSE"
"04/05/2012","215000.00","LISCULLANE, COROFIN, CLARE","TRUE","Clare","V95","FALSE"
"04/05/2012","68000.00","SLIEVELOUGHAUN, CONNOLLY, CLARE","TRUE","Clare","NA","FALSE"
"04/05/2012","137500.00","SPANISH POINT, MILTOWN MALBAY, CLARE","TRUE","Clare","V95","FALSE"
"03/05/2012","142500.00","12 GLENINA, GORT ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"03/05/2012","252000.00","ATTYTERRILLA, RUAN, CO. CLARE, CLARE","TRUE","Clare","V95","FALSE"
"02/05/2012","91000.00","13 ANNAGH DUN, INAGH, CLARE","TRUE","Clare","NA","FALSE"
"02/05/2012","113500.00","NO 6 CHURCHFIELD, DOONBEG, CLARE","TRUE","Clare","NA","FALSE"
"01/05/2012","105000.00","4 DUN NA MARA, DOONBEG, CLARE","TRUE","Clare","V15","FALSE"
"30/04/2012","110000.00","46 KINCORA PARK, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"30/04/2012","200000.00","RINEMACADERRIG, CARRIGAHOLT, CLARE","TRUE","Clare","V15","FALSE"
"30/04/2012","265000.00","THE ROUND GROVE, CAPPANTYMORE, MEELICK, CLARE","TRUE","Clare","NA","FALSE"
"27/04/2012","165000.00","11 CLUAIN DONN, BALLYCASEY, SHANNON, CLARE","TRUE","Clare","V14","FALSE"
"26/04/2012","302500.00","35 SILVERGROVE, BALLYBEG, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"25/04/2012","160000.00","4 KILLAVOHER, MEELICK, CLARE","TRUE","Clare","V94","FALSE"
"24/04/2012","222500.00","FORT ROAD, KILRUSH, CLARE","TRUE","Clare","V15","TRUE"
"24/04/2012","258000.00","NO.3 DOLMEN VILLAGE, BALLYVAUGHAN, COUNTY CLARE, CLARE","TRUE","Clare","H91","FALSE"
"23/04/2012","170000.00","4 VICTORIA COURT, LAHINCH ROAD, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"23/04/2012","185000.00","5 CRAGLANDS, TIERMACLANE, KILDYSART ROAD, CLARE","TRUE","Clare","NA","FALSE"
"20/04/2012","80000.00","15 DRUMBIGGLE DRIVE, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"20/04/2012","100000.00","4 COIS CLOCHA, LISDOONVARNA, CLARE","TRUE","Clare","V95","TRUE"
"20/04/2012","89000.00","50 AIDAN PARK, SHANNON, CO. CLARE, CLARE","TRUE","Clare","V14","FALSE"
"20/04/2012","90000.00","6 DERG VIEW, SCARIFF, CLARE","TRUE","Clare","V94","FALSE"
"20/04/2012","102000.00","89 COLLEGE GREEN, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"19/04/2012","125000.00","ROCKFOREST, TUBBER, CLARE","TRUE","Clare","H91","FALSE"
"18/04/2012","55000.00","DEREEN, MULLAGH, CLARE","FALSE","Clare","NA","FALSE"
"17/04/2012","60000.00","25C MOORE BAY, KILKEE, CLARE","TRUE","Clare","V15","FALSE"
"17/04/2012","190000.00","KINNIELTY, LISCANNOR, CLARE","TRUE","Clare","V95","FALSE"
"12/04/2012","38000.00","NO. E7, SEAPARK, LAHINCH, CLARE","TRUE","Clare","V95","FALSE"
"11/04/2012","50000.00","APARTMENT 16THE DELL, ENNISTYMON ROAD, LAHINCH, CLARE","TRUE","Clare","NA","FALSE"
"10/04/2012","80000.00","4 CAPPA DRIVE, CAPPA, KILRUSH, CLARE","TRUE","Clare","V15","FALSE"
"05/04/2012","125550.00","6 MOUNTSHANNON COURT, MOUNTSHANNON, CLARE, CLARE","TRUE","Clare","V94","TRUE"
"05/04/2012","105000.00","9 VICTORIA CRESCENT, KILKEE, CLARE","TRUE","Clare","V15","FALSE"
"04/04/2012","77500.00","10C SPANISH COVE, KILKEE, CLARE","TRUE","Clare","V15","FALSE"
"04/04/2012","100000.00","KILMOON, LISDOONVARNA, CLARE","TRUE","Clare","V95","FALSE"
"04/04/2012","218500.00","QUILTY EAST, ANNAGH ROAD, QUILTY, CLARE","TRUE","Clare","NA","FALSE"
"03/04/2012","220000.00","25 THE HAZELS, OAKLEIGH WOOD, TULLA ROAD  ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"03/04/2012","250000.00","45 ROS NA RI, SHANAWAY ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"03/04/2012","85000.00","5 MOUNT SHANNON COTTAGES, MOUNT SHANNON, CLARE","TRUE","Clare","V94","FALSE"
"03/04/2012","155000.00","ARDLEA ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"03/04/2012","40000.00","CLOGHAUNINCHY, QUILTY, CLARE","TRUE","Clare","V95","FALSE"
"03/04/2012","340000.00","FINFORD HOUSE, BUNNAHOW, TUBBER, CLARE","TRUE","Clare","NA","FALSE"
"02/04/2012","152500.00","29 CLONDRINA, CRUSHEEN, CLARE","TRUE","Clare","V95","FALSE"
"02/04/2012","115000.00","7 CORROVORRIN CRESCENT, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"30/03/2012","249377.00","3 CLIFTON TERRACE, WEST END, KILKEE, CLARE","TRUE","Clare","NA","FALSE"
"30/03/2012","270000.00","BALLINTLEA SOUTH, CRATLOE, CLARE","TRUE","Clare","V95","FALSE"
"30/03/2012","56071.00","THE COTTAGE, CLIFTON TERRACE, WEST END KILKEE, CLARE","TRUE","Clare","NA","FALSE"
"29/03/2012","70000.00","7 BEECH HOUSE, DRUMGEELY HILL, SHANNON, CLARE","TRUE","Clare","V14","FALSE"
"28/03/2012","60000.00","56 MOORE BAY, KILKEE, CO CLARE, CLARE","TRUE","Clare","V15","FALSE"
"27/03/2012","115000.00","1 WESTBOURNE, WATERY ROAD, ENNIS, CLARE","TRUE","Clare","V95","TRUE"
"27/03/2012","190000.00","LISLANAGHAN, KILKEE, CLARE","TRUE","Clare","NA","FALSE"
"26/03/2012","200000.00","BALLYNOATE WEST, KILRUSH, CLARE","TRUE","Clare","NA","FALSE"
"23/03/2012","95000.00","15 HAZELWOOD, CLONROAD, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"23/03/2012","244000.00","MOYCALLA, SIXMILEBRIDGE, CLARE","TRUE","Clare","NA","FALSE"
"22/03/2012","273000.00","17 COIS TRA, LAHINCH, CLARE","TRUE","Clare","V95","FALSE"
"22/03/2012","152000.00","32 ABBEYVILLE, LIMERICK ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"22/03/2012","100000.00","FOLIO 16345, FOLIO 21345, CLARE","TRUE","Clare","NA","FALSE"
"22/03/2012","206000.00","KILCORNEY, KILFENORA, CLARE","TRUE","Clare","NA","FALSE"
"21/03/2012","115000.00","59 FERGUS MANOR, CLONROAD, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"21/03/2012","189325.00","LISDUFF, NEWMARKET ON FERGUS, CO. CLARE, CLARE","TRUE","Clare","V95","FALSE"
"21/03/2012","240000.00","SWAN LAKE, BALLYALLIA, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"20/03/2012","120000.00","2 BOGBERE, ENNISTYMON, CLARE","TRUE","Clare","V95","FALSE"
"20/03/2012","60000.00","21 WELLFIELD, KILKEE, CO. CLARE, CLARE","FALSE","Clare","NA","FALSE"
"16/03/2012","65000.00","4  ELM DRIVE, KILRUSH, CLARE","FALSE","Clare","V15","FALSE"
"16/03/2012","201000.00","43 BALLYCASEY MANOR, SHANNON, CO. CLARE, CLARE","TRUE","Clare","V14","FALSE"
"16/03/2012","54000.00","APARTMENT NUMBER 9, MILL HOUSE, CORNMARKET STREET  ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"15/03/2012","297000.00","9 SILVER GROVE, BALLYBEG, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"14/03/2012","130000.00","11 ANNAGH DUN, INAGH, CLARE","TRUE","Clare","NA","FALSE"
"09/03/2012","117500.00","41 HAZELWOOD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"09/03/2012","125000.00","THE SQUARE, LISDOONVARNA, CLARE","TRUE","Clare","V95","FALSE"
"08/03/2012","80000.00","5 CUIRT NA H'EAGLAISE, MAIN STREET, NEWMARKET-ON-FERGUS","TRUE","Clare","NA","FALSE"
"07/03/2012","122000.00","5 ATLANTEAN COTTAGES, KILKEE, CLARE","TRUE","Clare","V15","FALSE"
"05/03/2012","144000.00","23 OAXWOOD, SIXMILEBRIDGE, CLARE","TRUE","Clare","NA","FALSE"
"05/03/2012","68000.00","CLOUNLAHEEN, MULLAGH, CLARE","TRUE","Clare","V95","FALSE"
"02/03/2012","135000.00","42 THE HAWTHORNS, LIMERICK ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"02/03/2012","103000.00","BALLYTARSNA, KILSHANNY, CLARE","TRUE","Clare","NA","FALSE"
"02/03/2012","64000.00","REHY, KILBAHA, CLARE","TRUE","Clare","NA","FALSE"
"02/03/2012","105000.00","SHANAWAY ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"02/03/2012","160000.00","THE ROCKIES, CLOONOLIA SOUTH, MOUNTSHANNON, CLARE","TRUE","Clare","NA","FALSE"
"02/03/2012","230000.00","WOODBINE, BALLYMORRIS, CRATLOE, CLARE","TRUE","Clare","NA","FALSE"
"01/03/2012","100000.00","33 TULLYGLASS CRESCENT, SHANNON, CLARE","TRUE","Clare","V14","FALSE"
"01/03/2012","67500.00","ASHLER, TULLA, CLARE","TRUE","Clare","V95","FALSE"
"01/03/2012","93000.00","NEWTOWN, CLONLARA, CLARE","TRUE","Clare","V94","FALSE"
"29/02/2012","140000.00","2 MANOR VIEW, QUIN, CLARE","TRUE","Clare","V95","FALSE"
"29/02/2012","123349.20","5 GORT AN CLOCHAIR, KILKEE, CLARE","TRUE","Clare","V15","TRUE"
"29/02/2012","135000.00","6 CLUAIN ARD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"29/02/2012","57000.00","FARRIHY, KILKEE, CLARE","TRUE","Clare","V15","FALSE"
"28/02/2012","111000.00","67 LAGHTAGOONA, COROFIN, CLARE, CLARE","TRUE","Clare","V95","FALSE"
"28/02/2012","395000.00","SHANDON, KNOCKANEEN, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"27/02/2012","90000.00","36 AUGHATEEROE, GORT ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"27/02/2012","90000.00","67  ST. MICHAEL'S VILLAS, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"27/02/2012","350000.00","ROCKFIELD, BALLYBEG, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"24/02/2012","245000.00","5 ROSAN, BUNRAITE, HILL ROAD  BUNRATTY, CLARE","TRUE","Clare","NA","TRUE"
"24/02/2012","280000.00","FEIGHQUIN, QUIN, CLARE","TRUE","Clare","V95","FALSE"
"24/02/2012","56000.00","KNOCKOGONNELL, INAGH, CLARE","TRUE","Clare","NA","FALSE"
"22/02/2012","144500.00","11  LOUGHASH, NEWMARKET-ON-FERGUS, CLARE","TRUE","Clare","V95","FALSE"
"22/02/2012","59000.00","49 CLANCY PARK, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"22/02/2012","22000.00","RATHBAUN, LISDOONVARNA, CLARE","TRUE","Clare","V95","FALSE"
"21/02/2012","95500.00","4 CLUAIN OIR, CLONROADMORE, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"21/02/2012","25000.00","BALLYOUGHTRA, TULLA, CLARE","TRUE","Clare","NA","FALSE"
"20/02/2012","140969.00","30 CLUAIN LIAG ARD, ENNIS ROAD, MILTOWN MALBAY, CLARE","TRUE","Clare","V95","TRUE"
"20/02/2012","70000.00","MOYASTA, KILRUSH, CLARE","TRUE","Clare","V15","FALSE"
"17/02/2012","128000.00","10 IVY HILL, GORT ROAD, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"17/02/2012","152000.00","19 A LAGHTAGOONA, COROFIN, CLARE","TRUE","Clare","NA","FALSE"
"16/02/2012","175000.00","24 ASHFIELD PARK, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"13/02/2012","72000.00","FAHANLUNAGHTA, INAGH, CLARE","TRUE","Clare","NA","FALSE"
"10/02/2012","100000.00","11 PURCELL PARK, SHANNON, CLARE","TRUE","Clare","V14","FALSE"
"09/02/2012","162000.00","9 THE PARK, QUIN, CLARE","TRUE","Clare","V95","FALSE"
"08/02/2012","140000.00","5 BRAMBLE LANE, LIMERICK ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"06/02/2012","150000.00","104 CLONARD, WESTBURY, CORBALLY, CLARE","TRUE","Clare","V94","FALSE"
"06/02/2012","87000.00","66 ST MICHAELS VILLAS, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"06/02/2012","157000.00","KILLOURY, TUBBER, CLARE","TRUE","Clare","NA","FALSE"
"03/02/2012","95000.00","2 CORRIB DRIVE, SHANNON, CLARE","TRUE","Clare","V14","FALSE"
"03/02/2012","134000.00","33 THE PADDOCKS, WESTBURY, CORBALLY, CLARE","TRUE","Clare","V94","FALSE"
"03/02/2012","396475.00","KNOCKANEAN, ENNIS, CLARE","TRUE","Clare","V95","TRUE"
"02/02/2012","160000.00","29 OAK PARK, ENNIS, CLARE","FALSE","Clare","V95","FALSE"
"01/02/2012","200000.00","15E HARBOUR VILLAGE, KILLALOE, CLARE","TRUE","Clare","V94","FALSE"
"01/02/2012","117500.00","41 CORROVORRIN DRIVE, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"01/02/2012","123349.00","8 GORT AN CLOCHAR, KILKEE, CLARE","TRUE","Clare","NA","TRUE"
"31/01/2012","115000.00","51 LIOSANAMA, SIXMILEBRIDGE, CLARE","TRUE","Clare","NA","FALSE"
"30/01/2012","237000.00","41 KEELGROVE, ARDNACRUSHA, CLARE","TRUE","Clare","V94","FALSE"
"30/01/2012","95000.00","FEIGHROE, CONNOLLY, CLARE","TRUE","Clare","V95","FALSE"
"27/01/2012","70000.00","CLOONOUGHTER, LARKINS CROSS, CLONLARA, CLARE","TRUE","Clare","NA","FALSE"
"27/01/2012","105000.00","DONOGROUGUE, KILLIMER, KILRUSH, CLARE","TRUE","Clare","NA","FALSE"
"27/01/2012","176000.00","FUROOR, KILLMALEY, CI CLARE, CLARE","TRUE","Clare","NA","FALSE"
"26/01/2012","352500.00","6 RADHARC NA LOCHA, BALLYALLA, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"26/01/2012","188500.00","MANUSMORE, CLARECASTLE, CLARE","TRUE","Clare","V95","FALSE"
"24/01/2012","106000.00","613 CROSSROADS, KILLALOE, CO CLARE, CLARE","TRUE","Clare","V94","FALSE"
"24/01/2012","63500.00","9 SPRINGFIELD ORCHARD, VICTORIA TERRACE, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"20/01/2012","80000.00","CARROWNACALLA, KILRUSH, CLARE","TRUE","Clare","NA","FALSE"
"20/01/2012","66000.00","MONMORE, KILRUSH, CLARE","TRUE","Clare","NA","FALSE"
"19/01/2012","195000.00","16 ASHVIEW DRIVE, SIXMILEBRIDGE, CLARE","TRUE","Clare","V95","FALSE"
"19/01/2012","70000.00","D6 SPANISH COVE, KILKEE, CLARE","TRUE","Clare","NA","FALSE"
"18/01/2012","133333.33","FRANCES STREET, KILRUSH, CLARE","TRUE","Clare","V15","FALSE"
"17/01/2012","25000.00","MULLAGH VILLAGE, ENNIS, CLARE","FALSE","Clare","NA","FALSE"
"13/01/2012","209500.00","12 CANAL BANK, KILLALOE, CLARE","TRUE","Clare","V94","FALSE"
"12/01/2012","24750.00","ARDCARNEY, RUAN, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"11/01/2012","115000.00","39 AIDAN PARK, SHANNON, CLARE","TRUE","Clare","V14","FALSE"
"10/01/2012","243502.20","15 CLUAIN GEARRAIN, QUINVILLE SOUTH, QUIN, CLARE","TRUE","Clare","NA","TRUE"
"10/01/2012","42700.00","2 DALCASSIAN DRIVE, ENNIS, CLARE","FALSE","Clare","V95","FALSE"
"10/01/2012","67500.00","36 CRONAN PARK, SHANNON, CO. CLARE, CLARE","TRUE","Clare","V14","FALSE"
"09/01/2012","115000.00","4 THE PADDOCKS, WESTBURY  CORBALLY, LIMERICK, CLARE","TRUE","Clare","V94","FALSE"
"06/01/2012","48000.00","25 INIS CHLAIR, KILDYSART ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"04/01/2012","85000.00","56 CAHERCALLA ESTATE, KILRUSH ROAD, ENNIS, CLARE","TRUE","Clare","NA","FALSE"
"04/01/2012","195000.00","75 DROMARD, LAHINCH ROAD, ENNIS, CLARE","TRUE","Clare","V95","FALSE"
"03/01/2012","95000.00","24 DELACY PARK, SHANNON, CLARE","TRUE","Clare","NA","FALSE"
"31/12/2012","255000.00","4  PINEWOOD, DOUGLAS ROAD, CORK","TRUE","Cork","T12","FALSE"
"31/12/2012","60000.00","412 CARLETON WHARF, GREENPARK, YOUGHAL","TRUE","Cork","NA","FALSE"
"31/12/2012","170000.00","5 SLIVER WOOD, TEMPLE HILL","TRUE","Cork","NA","FALSE"
"31/12/2012","193832.59","90 THE WOODS, GLOUNTHAUNE, CORK","TRUE","Cork","T45","TRUE"
"31/12/2012","195000.00","APARTMENT 13 SHEARWATER, KINSALE","TRUE","Cork","NA","FALSE"
"31/12/2012","130000.00","APT 21 BLOCK B, CURRAGHCONWAY COURT, FRANKFIELD","TRUE","Cork","NA","FALSE"
"31/12/2012","100000.00","BALLYLONGANE, GARRYVOE, LADYSBRIDGE","TRUE","Cork","P25","FALSE"
"31/12/2012","147500.00","NO. 8 OAKWOOD SQUARE, ROPE WALK, BLACKROCK  CORK","TRUE","Cork","NA","FALSE"
"29/12/2012","305000.00","CLERMONT COTTAGES, SOUTH DOUGLAS ROAD","TRUE","Cork","T12","FALSE"
"28/12/2012","385000.00","19 CHURCHYARD LANE, WELL ROAD, CORK","TRUE","Cork","T12","FALSE"
"28/12/2012","334802.00","21 ABBOTSWOD DOWNS, MONASTERY ROAD, ROCHESTOWN","TRUE","Cork","NA","TRUE"
"28/12/2012","160025.00","28 THE WATERSIDE, CASTLEHEIGHTS, CARRIGALINE","TRUE","Cork","NA","TRUE"
"28/12/2012","247500.00","5 DEALG BAN, LADYSBRIDGE","TRUE","Cork","P25","TRUE"
"28/12/2012","132158.00","75 THE WOODS, GLOUNTHAUNE","TRUE","Cork","T45","TRUE"
"28/12/2012","235000.00","9 CASTLE POINT, CAMDEN ROAD, CROSSHAVEN","TRUE","Cork","NA","FALSE"
"28/12/2012","315000.00","ARDRUM COTTAGE, INNISCARRA","TRUE","Cork","P31","FALSE"
"28/12/2012","100000.00","FAHA WEST, ADRIGOLE, BEARA","TRUE","Cork","NA","FALSE"
"27/12/2012","40000.00","CLERMONT COTTAGES, SOUTH DOUGLAS ROAD","TRUE","Cork","T12","FALSE"
"27/12/2012","133000.00","NO'S: 2  3 5 6 7 8 9 &AMP;11, CLERMONT COTTAGES, SOUTH DOUGLAS ROAD","TRUE","Cork","NA","FALSE"
"26/12/2012","52250.00","48 GREAT WILLIAM O'BRIEN STREET, BLACKPOOL, CORK","FALSE","Cork","T23","FALSE"
"24/12/2012","87000.00","10  TIFFANY DOWNS, BISHOPSTOWN, CORK","TRUE","Cork","T12","FALSE"
"24/12/2012","176211.45","16 COOLINE DRIVE, BALLYVOLOON, CóBH","TRUE","Cork","NA","FALSE"
"24/12/2012","179000.00","20 HAWTHORN AVENUE, INNISCARRA VIEW ESTATE, BALLINCOLLIG","TRUE","Cork","NA","FALSE"
"24/12/2012","135000.00","3 HAZEL WALK, CLUAIN ARD, NEWTOWN  COBH","TRUE","Cork","NA","TRUE"
"21/12/2012","150000.00","'AVOCA', BALLYHOOLY ROAD, DILLONS CROSS","TRUE","Cork","NA","FALSE"
"21/12/2012","160000.00","1 EGALANTINE, MALLOW","TRUE","Cork","NA","FALSE"
"21/12/2012","255000.00","1 HILL TERRACE, BANDON","TRUE","Cork","P72","FALSE"
"21/12/2012","130000.00","11 O'CONNELL CRESCENT, TURNERS CROSS, CORK","TRUE","Cork","T12","FALSE"
"21/12/2012","160000.00","11 WEST BEACH, COBH, CORK","TRUE","Cork","P24","FALSE"
"21/12/2012","50000.00","112 BALLYHOOLY ROAD, DILLONS CROSS, CORK","TRUE","Cork","T23","FALSE"
